user_id,user_name,pubtime,class,content,location,wb_type
7060672339,我不想当咸鱼阿,07月17日13:19,1,昨天刚到北京，结果晚上就下暴雨了 ,,原创
1720585543,帕斯摆,07月17日13:29,0,一滴都没有 ,,原创
3209829044,何九思欧尼,07月17日13:40,2,哎呦，这雨下的真可以划船了 ,,原创
3661364991,劳动午报,07月17日13:41,0,【继续发布暴雨黄色预警！北京西部有大到暴雨】中央气象台7月17日10时继续发布暴雨黄色预警：预计，7月17日14时至18日14时，内蒙古东北部、黑龙江西部、北京西部、河北西部、山西东部、河南北部和东南部、安徽中北部、江苏西北部、山东西南部、湖北东部和西南部、湖南西北部、贵州、重庆东南部、云南东部、广东珠三角附近等地的部分地区有大到暴雨，其中，河北西北部、安徽中北部、贵州西南部等地局部地区有大暴雨（100～200毫米）。上述部分地区伴有短时强降水（最大小时降雨量30～60毫米，局地可超过80毫米），局地有雷暴大风等强对流天气。防御指南：1、建议政府及相关部门按照职责做好防御暴雨应急工作；2、切断有危险地带的室外电源，暂停户外作业；3、做好城市、农田的排涝，注意防范可能引发的山洪、滑坡、泥石流等灾害。（来源：中央气象台网站） ,,原创
1447688671,寒柳斜,07月17日13:54,0, 北京太大了。。。我们这里一滴都没有。。。。 ,,原创
1680304453,今夕夜凉如水,07月17日13:57,0,每次这样都雷声大雨点小，最后不了了之。北京的大暴雨都是突袭。 ,,原创
5875214887,一不小心来到晋江的世界,07月17日14:02,1,昨晚下了一晚上，今天白天下了一阵不大。 ,,原创
5869390898,今儿通宵,07月17日14:11,0,北京暴雨 别人等伞 我等下雨 ,,原创
5353028540,大学生设计大赛,07月17日14:21,0,气象灾害风险预警：预计16日夜间至19日，北京西部、河北中西部、山西东部和南部、河南西部和南部、安徽西部、湖北北部和西南部、重庆南部、四川东部等地山洪、地质灾害气象风险较高，其中，河北西部、山西东部和南部、河南西部和南部、湖北北部等局地山洪气象风险高。北京西部、河北西部、陕西东部和南部、山东南部、江苏北部、安徽北部、河南北部和南部、湖北北部等局地中小河流洪水气象风险较高，其中，河南北部、陕西南部局地中小河流洪水气象风险高。 ,,原创
2681966457,crusaderlll,07月17日14:28,0,北京要下大暴雨 马上要开奥运会 我的显卡刚换成4830 问今年是那一年 ,,原创
6034371843,月下猫的华尔兹,07月17日14:33,0,暂时石家庄只能用大雨来形容，暴雨估计又下北京了  ,,原创
5419921686,奶茶微糖呦,07月17日14:35,0, 北京几点开下呀，等不及了 ,,原创
2892818962,北京市地震局,07月17日14:41,0,#应急科普#【这些暴雨预警信号你了解吗？】暴雨天安全事故易发，提前做好防范是关键！那么，你知道暴雨预警信号分为哪些级别吗？在不同级别的预警下，我们又该注意些什么？戳图了解↓ ,,原创
5692531578,DMl-Gillian,07月17日14:44,1,哇，通州的雨太大了，天都白了 ,,原创
5761650258,奥森漫步者,07月17日14:51,0,奥森，菊科植物漫长而热烈的节日来了，花田野趣里人工种植的二十多种向日葵自不必说，路边草丛中，日光菊、金光菊、旋复花、黄秋英、矢车菊、滨菊也在四处盛开。从周日晚到周一夜的大暴雨宣告了北京雨季的到来，水流浑浊，水边除了茂盛的菖蒲和盛开的莲花，还有千屈菜和慈菇开出紫色和白色的小花。草地上到处都是一丛丛车前草。诗经有云：＂采采芣苢，薄言采之＂。这种毫不起眼的长穗野草，二千多年前的古人就已经开始采食入药了。早晨偶一抬头，第一次见到六只灰鹭飞过头顶。奥林匹克森林公园#带着微博去旅行##北京##你印象中夏天的样子##同城种草##遇见美好#@微博同城 @苹果爱地瓜 @倩君2015 @兰花依旧在 @随手拍北京 @北京你好 ·北京奥森北园 ,北京·北京奥森北园,原创
3029465335,BonnieZSH,07月17日14:52,0,坐标北京，等了一天的雨，似乎再一次被天气预报骗了… ,,原创
6465069579,难搞哦KK,07月17日14:56,0,蔡徐坤#蔡徐坤2021个人巡回演唱会# 今天去不了北京就去南京了（提前探路 南京场票我可以！bushi上午南京暴雨带着我的一枝蓝玫瑰艰难拍照南京青奥体育公园好大呀！哥哥@蔡徐坤 南京场见！！祝今天北京演出顺利！！！！我出息了！坐到第一排了 ,,原创
5553324383,平安北京密云,07月17日14:56,0,【民警救援出租车 从积水中推出】近日，一场暴雨袭击了北京城，造成了多处低洼地区积水，为群众出行带来了诸多不便与危险。2021年7月14日9时许，一辆出租车行驶到东坝辖区的一引桥下，被积水困住，车辆熄火无法行驶。因出租司机刘女士因独身一人，且车辆积水太深，道路泥泞，其无法将车辆脱离困境遂拨打110报警寻求帮助。 接警后，民警陶勇强带领辅警立即驱车前往现场。看到积水中被困的车辆和司机焦急的神情，56岁的陶勇强没有任何犹豫，挽起裤腿走向冰凉的水中，帮助刘女士将车辆推出了积水区域，在安全地带等待道路救援公司的到来。@平安北京朝阳  ,,原创
1414043453,·小龙龙妈·,07月17日15:02,0,我这儿还没有下！继续等待！ ,,原创
6414950685,长沙月老仙君,07月17日15:15,0,【爱情最美的模样 #爷爷自己淋雨把伞让给轮椅老伴#】7月4日，北京。圆明园内突降暴雨，一位老爷爷把仅有的一把伞让给坐轮椅的老伴，而自己仅戴着帽子遮雨，全身被淋湿，还推着老伴一路小跑向前。有人给你打伞，真好 ,,原创
5574949652,博数嘉科技,07月17日15:21,1,2021年7月15日 星期四天气：雨 地点：T3机场咨询越北京迎来入汛以来最强降雨过程，已达到暴雨级别。每到下雨天必去的旅行目的地非北京各大书店莫属，在室内看看书、给生活充充电，享受慢下来的生活，再合适不过了。在北京众多书店中，像单向书店、言几又、多抓鱼、模范书局诗空间、Page One等，年轻潮流的地方，想必大家也从网上知道不少。地图主题书店：这是国内首家以地图为主题的书店，“探索的脚步，从这里开始”，孩子们放暑假了，来书店看世界简直太有意义了。书店布置的细节之处，几乎都能看到地图的身影，比如墙面上张贴的中国地图、地板上的世界时区地图、北京地图等。无论您是需要实用参考图、中国国家人文地理、旅游图书、历史图书、少儿图书、覆膜图还是定制图，这儿都能买得到。地址：北京市西城区三里河路甲50号 ,,原创
3597977591,骆驼快上树,07月17日15:21,0,众所周知，大兴既不属于北京也不属于华北，说好的大雨到现在连个阴天都不算  ,北京,原创
1819667521,捷贝儿,07月17日15:23,0,雨呢？除了凌晨下了一点，现在依然晴天，只是异常闷热！ ,,原创
2731585475,秋天的_微笑,07月17日15:33,0,吓的今天都没敢出门，然后到现在一滴雨都没下…… ,,原创
1370348595,吃瓜小喇叭,07月17日15:40,0,今日热门#  ,,原创
2821308513,用一年等来的改名机会,07月17日15:56,0,#德国宣布启动军事灾难警报#现在说在灾难面前抖机灵可耻了。当初北京大雨，武汉暴雨，好像还有浙江哪里来着，然后下面好多吹德国下水道的，现在知道灾难面前了？我愿称之为《典中典之典上加典》 ,,原创
6519008714,抹茶要努力,07月17日15:57,0,北京面积还是太大了，我这一滴都无??赶紧下吧 ,,原创
5986879688,第十一天-,07月17日15:58,0,妈呀妈呀妈呀………… ,,原创
2417144265,水润京华,07月17日16:00,0,#长知识#【这些防汛自救技能要知道】每年的汛期，暴雨天气多发，容易引发洪涝、山体滑坡、泥石流等灾害，威胁人们的生命财产安全。万一遇到这样的情况，该怎么自救？这些防汛知识不可不备，戳视频了解↓O网页链接 ,,原创
2616694402,心随冉飞,07月17日16:05,0,吓的今天都取消计划没敢出门，结果到现在，一滴雨都没下……   ,北京,原创
1740229047,南希小厨Nancycakes,07月17日16:20,0,暴雨前的北京展览馆，像部大片儿～ ·北京展览馆 ,北京·北京展览馆,原创
1745901142,开车路过Passerby,07月17日16:22,0,还好北京的暴雨预警没有很靠谱，顺利的回来了… ,北京·北京首都国际机场,原创
2518353303,北京昌平,07月17日16:28,1,目前昌平王家园水库、禾子涧累积降水量已达110毫米，预计至18日上午降雨仍将持续，个别站点24小时累积降水量可达150毫米以上，山区及浅山区可能出现强降水诱发的中小河流洪水、山洪、地质灾害等次生灾害，低洼地区可能出现积水，请注意防范。,,原创
7150011036,验证码好高级,07月17日16:32,0,今日趣事1、天气：不知道是阴还是多云，说是有暴雨，天气预报喊了一周了也没见雨点2、老北京炸鸡？现在真是什么东西前都敢加老北京三个字啊3、语言艺术家UR，内心os：你别把我衣服弄脏！4、高考完没事儿就一个人在离家近的商场溜达，某天在商场A，一个男的不知道有多少KPI巨热情，把我带进店里二话不说让我进一个两平米的小房间拖鞋按摩，我一看赶紧找借口溜，说我要还充电宝，结果出了店那个男的还跟着我，美其名曰，带我去还，我说不用这里我很熟，他说好吧，他出去抽根烟。我还完充电宝后怕回家经过的商场门口撞上他，百度搜索抽根烟多久（我家没人抽烟，我没有概念）写的三到六分钟，我等了六分钟再下楼，居然还是撞见他了，他又叫我，我说我要回家就赶紧溜了。天知道是什么缘分，今天在商场B又碰到他了！他又拦住了我！我太难了 ,,原创
2417144265,水润京华,07月17日16:40,1,目前，昌平区王家园水库、禾子涧累积降水量已达110毫米，预计至18日上午降雨仍将持续，个别站点24小时累积降水量可达150毫米以上，山区及浅山区可能出现强降水诱发的中小河流洪水、山洪、地质灾害等次生灾害，低洼地区可能出现积水，请注意防范。 ,,原创
3993012093,糖炒三斤栗子,07月17日16:40,0,从昨晚上睡觉开始就盼着大雨把整个城市颠倒??结果到现在一滴雨都没有落下真是辛苦老天爷了这样周六就能老老实实去加班为领导做贡献了?? ,,原创
2104141510,白发雄鸡,07月17日16:54,0,预警的这个周末北京的大到暴雨很可能与北京大部分地区擦肩而过，只局限于北京西部山区。 ,,原创
6613402299,热心市民BigOne,07月17日17:17,0,真心建议以后分区报天气预报吧...怕赶上大雨改了行程，17号都傍晚了，我家这一滴答雨都没下...我知道我这没下不代表全北京都没下，但是个别地方下的大同样也不适合全市暴雨预警，挂一天了，周末就两天，谁的休息时间不宝贵啊。 ,,原创
3233929404,不暴富不改名waiting,07月17日17:19,1,北京海淀，下了一天大暴雨，我就呼呼睡了一天  ,北京,原创
1750344480,北京交通广播,07月17日17:24,0,【气象北京】今天傍晚至夜间阴有中到大雨，局地暴雨（伴有雷电），东风二三间四级，最低气温23℃；明天白天阴有雷阵雨，东转北风二三级，最高气温30℃。暴雨蓝色预警中，今天傍晚至明天本市有明显降水天气，外出注意防雷避雨和交通安全；山区地质灾害风险较高，避免到山区，河道游玩。@气象北京 ,,原创
7412508779,CinnamorolI_N77,07月17日17:24,0,蔡徐坤#蔡徐坤2021个人巡回演唱会# 蔡徐坤是呼风唤雨了吗我一离北京这么远的沿海城市，都下暴雨惹 ,,原创
2672690695,王_宇田,07月17日17:28,0,暴雨没来北京出来找暴雨来了 2廊坊·文安县  ,廊坊·文安县,原创
1215423613,晨光中的郵便配達員,07月17日17:32,0,这是要下大暴雨的天儿吗！难道北京的天儿跟在大海上一样变幻莫测？ ·和平门 ,北京·和平门,原创
1393626601,Luna觅亚提,07月17日17:34,0,不管北京多大地方，今天到现在愣是一点雨没有,,原创
2966729781,没有柴犬,07月17日17:34,0,雨呢？？？？ ,,原创
1059182642,求某植物幸福的小白,07月17日17:35,0,北京说好的下大暴雨，等了一天，一滴也没下。闹呢？ ,,原创
5404169509,泽澤沢先生的未名曲调,07月17日17:41,0,好像待过的每个城市都很有特色大连每天都在提示大风蓝色预警成都每天都能收到无震感的川内地震预警北京每天都给推送暴雨黄色预警另外这又是个什么奇奇怪怪的定位哈哈哈哈 ·朝阳门 ,北京·朝阳门,原创
7203628169,罐头厂九号工友,07月17日17:45,0,现在的我，看着北京的大雪和沙尘暴波澜不惊，对着南方的暴雨和大蟑螂震撼拍照。我愿称之为南方人的异化。 ,,原创
1973211203,小-蛀-牙,07月17日17:46,0,作为副中心，通州已经不配看北京天气预报了吗？几次预报大暴雨，通州都只是吃瓜围观 ,,原创
5171359969,一只名叫coco的小兔叽,07月17日17:50,0,就这? ,,原创
1483330984,侯宁,07月17日18:01,0,闷热，单看这天象，还能下雨？,,原创
1586849447,米斯李_,07月17日18:03,0,暴雨的北京，暴雨没有迎来，所以今天，打卡了我想了好久的餐厅，看了《牢友记》，意外发现晴天了，所以我是晴天娃娃么……？os：我的头发颜色太浅了，除了从新染有别的招么 ,,原创
7299410124,脸红羊绒,07月17日18:29,1,遇上北京的大暴雨,,原创
5642090235,海绵海绵up,07月17日18:34,0,傻fufu哈哈哈·北七家 ,北京·北七家,原创
6999094159,风起洛阳·梦回重庆1823,07月17日18:37,0,博君一肖 ?#博君一肖# 姐妹们 我好激动 有一些话不太适合朋友圈说 有点炫耀的意思 但是我忍不住 那就发超话吧 就是我这几天来北京玩六天嘛 来之前北京下暴雨 然后我就许愿说如果博君一肖是真的 那就让天气好起来 至少不要下大雨 然后到达北京前一天北京暴热 我也同样许愿不要暴热 结果！结果！我们这几天不论是爬长城还是去天津 天气都超级舒适 导游都跟我们说她带团这么久都没遇到这种全程舒服的天气 运气忒好了 每次我们走过一个目的地 走完了才开始出太阳暴热 博君一肖诚不欺我 而且我是个美术生 前天去中央美术学院看美术馆 结果！结果！我遇到了央美的院长！！！我快疯了！！！他就坐我旁边的桌上跟一些人讲话 我就在旁边一直听 后来出馆的时候还碰到一位央美留校生 因为要退两张多买的票 结果票退不了 她就送了我两本央美纪念本 还是那种已经不卖的那种！！！我的天呐！！！她还跟我说她在央美从读书到留校大概有五年多 这五年多基本见不到院长 这次真的破天荒头一次见院长就这么在眼前 我已经激动得说不出话了 我真是踩了狗屎运 幸运到家了发这条帖时真的整个人都在抖！ 我太激动了！ 我这几天念最多的就是博君一肖是真的！ 博君一肖玄学永远的神！ 你可以永远相信博君一肖！ ,,原创
5955330603,带刺的OneSD,07月17日18:38,0,#MultiGame#穿上这个拖鞋直接变成大脚怪?：ONESTAR ·吉里国际艺术区 ,北京·吉里国际艺术区,原创
6085757705,帝都瑰宝行,07月17日18:46,1,#故宫# 北京特大暴雨，故宫暴雨奇观  ,,原创
5817973947,不快乐是永恒的,07月17日18:50,0,黄女士说我来的时候北京刚下一场暴雨，我走了又要下雨了，我呆这三天基本都没下雨哈哈哈 ,,原创
1637221207,宋悦,07月17日18:53,0,问：普通三厢小轿车可以运输一米八的电视柜吗？答：可以，一米九都可以，以速腾图片为例。。进门看到一些东西，一开始以为蚊香，再想想是焊条，亲爱的房东又偷偷帮忙修房子，加固屋顶迎接大暴雨吧，太暖了。 回头绑个秋千。。#北京门头沟所有景区暂停开放# ,,原创
1863697984,葳C-我为车狂,07月17日18:55,0,where is 雨？  ,北京,原创
2629215913,要做个奇怪的人,07月17日18:56,0,周末在笑果脱口秀度过个人时光，周老板线下好好玩，徐志胜讲的红绿色盲真的好好笑，“那黄灯的时候怎么办？我本来就能看到黄灯！”预备抢一波单立人的票！今日在眼妆部分下了狠手（相机照不出来）为了暴雨预备的凉鞋穿起来好快乐一首一个人的北京送给自己！ ,,原创
1498396803,中国天气,07月17日19:03,0,【#暴雨黄色预警#继续发布！安徽贵州等局地有大暴雨】中央气象台7月17日18时继续发布暴雨黄色预警：今天夜间到明天：大到暴雨：黑龙江西部、内蒙古东北部、河北西部、北京西部、山西东部、河南北部和东部、安徽、湖北东部、江西北部、贵州、云南东部、广东南部沿海等地的部分地区。大暴雨：河北中南部山前地区、河南东南部和西北部、安徽大别山区和沿江地区、贵州西南部、广西西北部等地局部地区。上述部分地区伴有短时强降水（最大小时降雨量30～50毫米，局地可超过70毫米），局地有雷暴大风等强对流天气。,,原创
2952065211,阿星93854,07月17日19:04,0,还好出门了，要不浪费了一天 ,,原创
2145917613,北京日报都视频,07月17日19:08,0,【延时摄影 | 北京暴雨蓝色预警中，天空乌云滚滚】北京市气象台17日17时发布：17日傍晚至夜间阴有中到大雨，局地暴雨（伴有雷电），东风二三间四级，最低气温23℃；暴雨蓝色预警中，摄影师在北京工人体育场附近用延时摄影拍摄到天空中乌云滚滚震撼一幕。@北京日报都视频 提示您，外出注意防雷避雨和交通安全；山区地质灾害风险较高，避免到山区、河道游玩。#延时记录暴雨前北京乌云滚滚 #  ,,原创
6127471896,需要一大坨新鲜空气,07月17日19:23,0,#plog博主日记##加油吧打工人# 小胃的法定打工日精选P1/北京暴雨预警一整天，报到日可真晦气。P2/雨后步行到小关的路很好看。P3/如何在家中饲养乳猪。P4/制冰柜好评，冰美式不断续命。P5/带薪?后的畅爽自拍。P6/wagas总能唤醒我的清晨。夏天的北京在室外吃也可以吹吹风，随即pdd下单榨汁机，至今健康蔬菜汁制作次数：0。P7/公司的餐厅没有一点健康餐的样子哈。P8/与同事对话的真实想法：这一切又与我有什么关系呢？P9/第一周工作日加班到晚九点还带工作回家。如上，打工人的生活开始了。 ,,原创
6794402246,霍晋一,07月17日19:37,0,我爱我老婆昨天广州暴雨飞机取消折腾到半夜今天一大早到北京就收到了绝版的礼物！ ,,原创
5325321764,金枪鱼三明治和牛轧糖,07月17日19:55,0,老刘 大材 和我 长沙四天乐在大材同志的带领下 一天一杯茶颜 真香周一从北京冒着暴雨出发 越往南天越晴day1 北京→长沙 广殿渔村→橘子洲头 广殿渔村的手工鱼丸巨棒！在窗边景色超好?? 老刘和大材骑小车特别像美团和饿了么 哈哈哈哈哈哈哈哈 我拍的太绝了? day2 李易面馆→岳麓山→钰湘宴→五一广场 钰湘宴在望月公园里面 鱼头超好吃！牛蛙也是！ 窗边是池塘 超nice? 晚上和老刘 大材以及他们的四个同学吃小龙虾 老刘负责扒虾我负责吃 超过瘾day3 长沙→韶山→麓山美庐 去找勇哥打牌吃饭 打牌太快乐了老刘的行程卡会显示湖南湘潭 我的就不会 可能是苹果和安卓的区别？day4 长沙→邵阳→长沙 邵阳米粉和长沙米粉真的不一样?day5 长沙→长春 分行→市人才→分行→回家 办倒数第二步手续 送给15周年行庆的礼物就是我不给行里添麻烦了day6 长春→北京 终于 不再折腾了这半个月玩爽了好好学习 天天向上 ,,原创
2787958867,CharlesMMLee,07月17日19:57,0,看着他这四驱的都陷进去了心里平衡多了，周一北京大暴雨，晚上回来车位都停满了，就到了一个不熟悉的位置，停车开门一看脚下是泥，想着挪挪车，结果…车就在泥里呆了一个星期，城市SUV在泥地里脱困能力几乎为0…一定不要尝试越野   ,北京,原创
1445669622,Panda胡,07月17日20:01,0,雨呢？ #随手拍# #北京暴雨预警# O绿洲  ,北京,原创
3134152757,夜行七,07月17日20:13,0,今天也是在暴雨预警中横跨半个北京城坚决不拿伞依旧完美的与所有雨避开一点儿浇都没挨的牛逼的小王儿哈哈哈 ,,原创
5495346798,运动康复陈老师,07月17日20:21,0,原本定了下午的航班飞深圳，结果因为北京的天气预报今天有暴雨，结果机场的航班是哐哐的取消延误。也没见下1滴雨为了不耽误明天在深圳店等待的病人，我只能连夜动车赶去深圳，明天早上必须准时出现 ·北京西站 ,北京·北京西站,原创
2864501365,我不是吃货真的不是,07月17日20:27,1,北京真的是个北方城市吗？为什么每天都有大暴雨?,,原创
1257217114,孔雀城VIP,07月17日20:28,0,环北京买房#环北京买房##北京#孔雀城大湖：亚洲?人居社区，一期独栋可以排卡预估：南侧：450W（100平米院）北侧：500-550W（200院）排卡费：10万咨询热线13021278999李   ,北京,原创
6071080280,P·OTATO·F,07月17日20:31,1,北京的暴雨来了，真的突然? ,,原创
6238358829,虚行VIIS,07月17日20:31,0,"从恭王府骑单车到赵府街买二八酱，在北京胡同间惬意的穿行，却成了我对北京最好的印象。游颐和园时北京下着罕见的大暴雨，雨滴洋洋洒洒的落，孩子们却蹲在檐下安静的玩着卡牌，瞬间觉得岁月静好，我想着时间你慢点走就好了。感谢给力的导游，我们成了故宫第一批游客，趁着无人赶紧抓拍，偌大的紫禁城里女儿和外甥奔跑的像个精灵。说到北京的颜色，便是丹韵银律。除了传统四合院和胡同的灰色系，无论城门，王府，博物馆，放眼望去一片丹红。多年以后，孩子们可能会淡忘这次旅程，但是悄无声息的，你们却慢慢陪伴彼此的，长大了。再难以下咽的豆汁，除了三百年历史沉淀，也有着清火解毒的食补功效。品尝着四季民福烤鸭，一杯牛栏山下肚，才应了那句""山在虚无缥缈间 酒筵歌席莫辞频"" ",,原创
6871581439,广州狠美,07月17日20:38,1,今夜北京房山暴雨来袭！降水达到150毫米  ,北京,原创
1894377275,Grace-a-,07月17日20:51,1,等了二天的雨终于下了，就像你十八岁向往的爱情在八十岁时终于来了一样，就是突然这么想了一下。又该热搜了吧 ,,原创
6605687853,护林园瑞克,07月17日20:53,1,?记成明天了?北京下暴雨和朋友想出去喝酒也被拦下了 ,,原创
1500705302,妮可_NICOLE悦,07月17日20:53,0,1??并没有等来2??出门去看场#电影中国医生# 3??没化妆去看是对的，哭惨  ,,原创
2536122011,marvelousLacey,07月17日20:57,0,吃个饭出来世界都变了 ,,原创
3522470203,胡小晴喜欢刚好的射手座,07月17日20:58,1,这雨，真的一秒钟就下下来了，下得六亲不认 ·西二旗(地铁站)  ,北京·西二旗(地铁站),原创
7294512691,不厌杳杳,07月17日20:59,1,7.1下了大暴雨 盛华被淹?穿着自制农民工拖鞋出去 被路上的美女夸好机智（只有我知道这个垃圾袋有多容易破 一脚沙子 肚子痛痛呜呜呜呜）吃完wai哥发的qq糖就收到了明天要回校的好消息??幸运? ,,原创
1687062777,-冬瓜冬瓜我是南瓜-,07月17日21:04,2,马路成河了   ,北京,原创
6032666212,可能我会变可爱,07月17日21:04,0,炸鸡味的披萨是那天北京下暴雨 我在家办公点外卖没人接单然后送单超过三十分钟了送我一个九寸披萨的券我今天兑换了真讲究还有那么大碗的biangbiang面着实是没必要鸡翅我说有点糊了又送我俩我太撑了走不动昨天海底捞送的甜品芒果啥玩意我叫它猪刚鬣还有原来小区旁边就是大观园害哪天有空去溜 ,,原创
7005506671,雨浥青田,07月17日21:04,0,哈哈哈哈哈?！给我困到快递箱啦！ ,,原创
1770571195,李天才nana,07月17日21:05,1,就让大雨冲刷这热气！不喜欢下雨，因为我走路会弄湿鞋子，还会溅泥。不喜欢下雪，因为雪化了，还是湿漉漉的，同上。我真的很难伺候！  ,北京,原创
1743478741,阿花_大难,07月17日21:06,1,我擦，雨好大。比预报有暴雨那天还大 ,,原创
6567970362,piaf_读书in,07月17日21:06,0,从上周末开始真是水逆上周末每一件小事都和我的清q计划作对（略。唉。剧情太多了）以至周日出发去北京抱电脑见缝插针地在所有能平稳操作电脑的间隙清q然后北京暴雨上热搜。半夜十二点飞机备降天津一开始中联航通知可自主终止行程等我赶紧定好天津的酒店和高铁，打算冲下机去酒店清q的时候空乘竟然拦着我说现在不能终止了我整个人都炸了。不能终止，为什么不说?我酒店高铁都付钱了。对方又说，放我下去行李也要等两小时我的q，我的睡眠，我的心脏……我在飞机上尖声辩驳起来：这些因素为什么不早和乘客说！我闹了一场，整机人都被机场放下机了。然后大半夜独身一人拖着箱子和电脑在天津市区激流滑舟。行车像坐船，所到之处都掀浪酒店有点脏，湿气很重。顾不上了。赶紧清q。困了就胡乱躺床上睡。这个酒店不值得我洗澡换睡衣。然后第二天一个人去了北京……朝阳区三环的四星级酒店。700一晚。服务竟然一言难尽。（略）今天可算回家了。在大兴机场延误两小时。大晚上从白云机场出来高德打的回家。司机竟然问我介不介意车上多一个人。我说当然介意。他说可以帮我免高速费。我再拒绝，说自己打的，不是拼车。他嚣张到，敢不听我的拒绝，和我抢话的地步。——为什么你会认为我非要省高速费。好的打了第二辆。这个司机在高速上，在最左道，和最右道的一台车同时抢中间的道。两台车挤得，间距只有二十厘米。高速上！最后对方更不肯让，我车只好一个急摆回到左道。我差点命都没。为什么要我遭遇以上。 ,,原创
6480374512,麻辣滑牛卷,07月17日21:08,0,srds...北京今天晚上有雷电暴雨预警 ,,原创
6224484508,仙灵岛在逃仙女,07月17日21:16,1,最近北京的暴雨让我练就成了顺风耳听到风声就关窗 ,,原创
5372580928,半曦半暖半含光,07月17日21:23,1,#萧敬腾录制北京暴雨#我就说最近北京老暴雨，一看节目才知道。。。萧敬腾8号来北京拍摄，北京1号开始暴雨感觉自己找到原因了 ,,原创
5427552851,cll要果断哇,07月17日21:31,1,苏州终于出梅了，然后我来北京了，北京开始下暴雨了?? ??  ,北京,原创
3265679622,粑粑是个昏蛋蛋,07月17日21:34,0,2021.07.17暴雨后的北京凤凰岭：江山如此多娇。#北京#·鹫峰国家森林公园·凤凰岭自然风景公园  ,北京,原创
